Brand;Model;Vechime;Tip de combustibil;Tip de transmisie;Capacitatea motorului;Putere motor;KM;Pãr?i înlocuite;Pãr?i vopsite;Pre?
Mercedes;S;3;Motorinã;Automatã;2500;338;79100;0;0;2275000
Opel;Corsa;4;Benzinã;Manualã;1200;70;39500;0;0;129500
Fiat;Egea;0;Benzinã;Manualã;1200;88;0;0;0;129900
Renault;Clio;0;Benzinã;Automatã;1200;88;10;0;0;176500
Mercedes;C;2;Motorinã;Automatã;1600;136;50000;0;0;480000
Ford;Mondeo;5;Benzinã;Automatã;1400;163;78000;0;1;236500
Toyota;Auris;7;Motorinã;Manualã;1400;90;175000;2;2;125750
Ford;Focus;3;Motorinã;Automatã;1500;120;114000;0;2;165950
Renault;Megane;2;Motorinã;Automatã;1500;110;85000;0;2;160950
Renault;Fluence;5;Motorinã;Automatã;1500;110;137500;0;0;135000
Renault;Megane;16;Benzinã;Manualã;1600;107;211000;0;0;72500
Honda;City;14;Benzinã;Manualã;1300;83;143000;1;0;76500
Volkswagen;Golf;7;Motorinã;Automatã;1600;105;150000;0;0;204000
Hyundai;i20;8;Motorinã;Manualã;1400;90;179444;0;0;89900
Peugeot;206;10;Motorinã;Manualã;1400;71;72000;0;8;77500
BMW;1;1;Motorinã;Automatã;1500;116;24500;0;0;392000
Audi;A4;0;Motorinã;Automatã;1800;188;0;0;0;605000
Volkswagen;Polo;3;Benzinã;Automatã;1200;90;58000;0;0;169750
Mercedes;A;5;Benzinã;Automatã;1400;113;79000;0;0;299750
Audi;A3;0;Benzinã;Automatã;1400;138;10500;0;0;317500
Opel;Corsa;8;Benzinã;Manualã;1200;88;90190;0;0;89900
Renault;Symbol;5;Motorinã;Manualã;1500;90;84420;0;0;97900
Volkswagen;Jetta;3;Benzinã;Automatã;1400;150;63745;0;0;195750
Honda;Civic;20;Benzinã;Automatã;1200;88;271000;0;0;63750
Volkswagen;Passat;2;Motorinã;Automatã;1600;120;100169;0;0;282900
Opel;Insignia;9;Benzinã;Manualã;1600;180;210501;0;0;154900
Citroen;C-Elysee;3;Motorinã;Manualã;1600;93;129725;0;0;118900
BMW;5;12;Motorinã;Automatã;2000;177;270000;2;8;198000
Toyota;Corolla;4;Motorinã;Automatã;1200;88;118000;0;2;152950
Fiat;Egea;3;Motorinã;Manualã;1200;95;128750;0;0;113750
Volkswagen;Golf;6;Motorinã;Automatã;1600;105;128000;0;0;175500
Renault;Clio;20;Benzinã;Manualã;1600;90;195000;0;0;58500
Toyota;Auris;9;Benzinã;Automatã;1600;124;117000;0;0;144750
Volkswagen;Polo;3;Benzinã;Manualã;1000;75;90860;0;1;117500
MINI;Cooper;9;Benzinã;Manualã;1600;122;65000;0;3;187000
Volkswagen;Polo;23;Benzinã;Manualã;1600;100;319000;0;0;38750
Renault;Megane;14;Motorinã;Manualã;1500;86;262000;0;0;74000
Volkswagen;Scirocco;5;Benzinã;Manualã;1400;125;265000;0;0;165000
Volvo;S40;11;Motorinã;Manualã;1600;109;262000;0;0;95000
Peugeot;206;19;Benzinã;Automatã;1400;76;110000;0;0;53250
Audi;A6;6;Motorinã;Automatã;2000;177;96000;0;0;515000
Mercedes;E;9;Motorinã;Automatã;2000;213;198000;1;2;358000
Renault;Clio;12;Benzinã;Manualã;1100;75;99500;0;0;86750
BMW;5;7;Benzinã;Automatã;1400;163;171000;0;0;300000
Volkswagen;Golf;6;Motorinã;Automatã;1600;105;103000;0;0;229000
Renault;Fluence;6;Motorinã;Manualã;1500;110;161000;0;4;122500
Honda;Jazz;1;Benzinã;Automatã;1300;102;12500;2;0;217500
Fiat;Linea;5;Motorinã;Manualã;1200;95;147500;0;2;87500
Volkswagen;Passat;6;Motorinã;Automatã;1600;105;147000;2;1;176500
Citroen;C-Elysee;4;Motorinã;Manualã;1600;93;142000;1;6;93000
Volkswagen;VW;5;Benzinã;Automatã;1200;163;61000;0;0;297900
Volkswagen;Scirocco;6;Benzinã;Manualã;1400;122;81000;1;1;156000
Fiat;Egea;3;Benzinã;Manualã;1400;95;83000;0;0;122500
Citroen;C3;6;Benzinã;Automatã;1200;83;105500;0;0;124750
Ford;Fiesta;10;Benzinã;Automatã;1400;96;163000;2;5;124500
Peugeot;301;6;Motorinã;Manualã;1600;93;151500;1;0;102200
Mercedes;E;23;Benzinã;Automatã;2000;136;345000;3;8;95000
Renault;Fluence;6;Motorinã;Manualã;1500;90;120000;0;0;97500
Mercedes;C;15;Benzinã;Automatã;1600;113;166000;0;0;127250
MINI;Cooper;12;Benzinã;Automatã;1400;97;267000;0;0;77000
Hyundai;Accent;9;Benzinã;Manualã;1400;90;98000;1;11;174950
Volkswagen;Golf;2;Motorinã;Manualã;1600;83;90000;1;3;31500
Tofaþ;Doðan;27;Benzinã;Manualã;1600;105;260000;0;2;73000
Volkswagen;Bora;18;Benzinã;Manualã;1600;136;167000;1;5;351000
Mercedes;C;5;Motorinã;Automatã;1600;113;244000;0;0;128000
Renault;Fluence;7;Motorinã;Automatã;1400;136;126000;0;1;252000
BMW;1;6;Benzinã;Automatã;1600;109;277000;0;0;109900
Volvo;S40;11;Motorinã;Manualã;1600;75;179000;0;0;42000
Dacia;Solenza;15;Benzinã;Manualã;1400;90;85000;0;0;138000
Dacia;Sandero;3;Motorinã;Manualã;1500;95;177000;0;0;92500
Fiat;Linea;8;Motorinã;Manualã;1200;95;74000;0;0;127500
Fiat;Egea;3;Motorinã;Manualã;1200;213;0;0;0;1149000
Audi;A6;0;Motorinã;Automatã;1800;110;245258;0;0;98000
Toyota;Corolla;15;Benzinã;Automatã;1600;188;236000;0;4;194750
BMW;5;12;Motorinã;Automatã;1800;105;41500;0;0;184500
Volkswagen;Jetta;5;Benzinã;Manualã;1200;90;68000;0;0;159500
Volkswagen;Polo;4;Benzinã;Automatã;1200;110;61000;0;0;195750
Seat;Leon;5;Motorinã;Automatã;1600;90;115000;0;0;104500
Renault;Clio;7;Benzinã;Manualã;900;188;85000;0;0;326000
BMW;3;6;Motorinã;Automatã;1800;120;185000;2;1;209750
Volkswagen;Passat;5;Motorinã;Automatã;1600;88;132000;0;0;149900
Renault;Clio;4;Motorinã;Automatã;1400;75;49000;0;0;111750
Renault;Clio;7;Benzinã;Manualã;1100;138;133000;0;0;227500
BMW;1;8;Benzinã;Automatã;1400;138;116000;0;0;335000
BMW;3;5;Benzinã;Automatã;1400;63;87000;0;0;39900
Opel;Kadett;37;Benzinã;Manualã;1200;163;317000;0;0;62900
Renault;Safrane;22;Benzinã;Automatã;2000;138;0;0;0;469900
Volkswagen;Passat;0;Benzinã;Automatã;1400;110;162000;0;0;95000
Toyota;Avensis;15;Benzinã;Manualã;1600;125;163000;1;1;174000
Audi;A3;11;Benzinã;Automatã;1400;75;220000;3;1;93500
Renault;Clio;6;Motorinã;Manualã;1500;136;130678;0;0;132900
Hyundai;Accent;4;Motorinã;Manualã;1600;110;129970;0;0;144900
Renault;Fluence;4;Motorinã;Automatã;1500;95;118000;0;1;119900
Fiat;Egea;3;Motorinã;Manualã;1200;93;147000;0;0;105900
Citroen;C-Elysee;4;Motorinã;Manualã;1600;69;109000;0;0;36500
Suzuki;Swift;22;Benzinã;Manualã;1300;124;299000;0;4;85000
Chevrolet;Cruze;8;Benzinã;Manualã;1600;105;71000;0;0;172000
Volkswagen;Jetta;5;Benzinã;Manualã;1200;170;95000;0;0;229000
BMW;1;8;Benzinã;Automatã;1600;110;238000;0;1;120000
Renault;Fluence;9;Motorinã;Automatã;1500;110;139000;0;0;212900
Audi;A3;6;Motorinã;Automatã;1600;71;131000;1;2;83900
Peugeot;206;9;Motorinã;Manualã;1400;93;139700;0;0;110999
Peugeot;301;3;Motorinã;Manualã;1600;82;180000;0;0;50000
Hyundai;Accent;15;Motorinã;Manualã;1500;95;192500;0;0;149900
Ford;Focus;5;Motorinã;Manualã;1600;136;60000;0;2;305000
BMW;3;5;Benzinã;Automatã;1600;110;172000;2;0;158750
Seat;Leon;4;Motorinã;Automatã;1600;90;165000;0;0;127500
Renault;Fluence;4;Motorinã;Manualã;1500;136;390000;0;2;61000
Mercedes;E;27;Benzinã;Manualã;2000;95;73000;0;0;129900
Fiat;Punto;8;Motorinã;Automatã;1200;136;98000;0;2;178250
Opel;Astra;4;Motorinã;Automatã;1600;188;109500;0;0;720000
Volvo;S90;3;Motorinã;Automatã;1800;188;142000;0;0;745000
Mercedes;E;4;Motorinã;Automatã;1800;95;80000;0;0;110750
Fiat;Linea;3;Motorinã;Manualã;1200;110;91000;0;0;255000
Skoda;Octavia;4;Motorinã;Automatã;1600;125;166000;0;0;152000
Ford;Focus;8;Benzinã;Automatã;1600;90;180000;0;4;127500
Renault;Fluence;4;Motorinã;Manualã;1500;82;191000;0;2;69750
Hyundai;Getz;16;Benzinã;Manualã;1300;125;102568;0;0;197000
Volkswagen;Jetta;4;Benzinã;Manualã;1400;90;93000;0;0;166500
Toyota;Corolla;6;Motorinã;Automatã;1400;115;245000;0;0;129000
Ford;C-Max;7;Motorinã;Manualã;1600;177;370000;0;1;179850
BMW;5;13;Motorinã;Automatã;2000;90;157500;1;0;100000
Hyundai;i20;7;Motorinã;Manualã;1400;100;212000;0;2;64750
Ford;Focus;17;Benzinã;Manualã;1600;163;310000;0;0;142000
BMW;3;15;Motorinã;Automatã;2000;170;4000;0;0;719000
BMW;3;0;Benzinã;Automatã;1600;65;213000;0;0;69500
Renault;Symbol;10;Motorinã;Manualã;1500;88;267000;0;0;66750
Hyundai;Getz;15;Benzinã;Manualã;1200;180;200;0;0;334000
Peugeot;508;0;Benzinã;Automatã;1600;80;40000;0;0;24750
Tofaþ;Þahin;32;Benzinã;Manualã;1600;90;215000;0;0;25600
BMW;3;34;Benzinã;Manualã;1800;77;109000;0;0;78750
Fiat;Albea;11;Benzinã;Manualã;1400;138;99000;0;0;240750
Volkswagen;VW;5;Benzinã;Automatã;1200;115;144000;0;0;125500
Opel;Astra;9;Benzinã;Automatã;1600;88;82000;0;0;133000
Opel;Corsa;7;Benzinã;Automatã;1200;113;170000;0;0;155000
Volkswagen;Jetta;6;Motorinã;Manualã;1400;115;98500;1;2;156000
Ford;Focus;5;Motorinã;Manualã;1600;136;66500;0;2;246000
Hyundai;i30;2;Motorinã;Automatã;1600;88;138000;0;0;120750
Opel;Astra;7;Motorinã;Manualã;1200;163;237000;1;5;155900
Audi;A6;13;Benzinã;Automatã;1800;90;103512;0;2;154500
Volkswagen;Polo;8;Motorinã;Automatã;1600;63;36500;0;0;131000
Renault;Clio;0;Benzinã;Manualã;1200;113;94669;0;0;117000
Toyota;Avensis;14;Benzinã;Manualã;1400;150;285000;0;0;129900
BMW;3;21;Benzinã;Automatã;2000;90;203000;0;0;92750
Opel;Astra;14;Motorinã;Manualã;1200;90;98000;0;0;144900
Dacia;Sandero;4;Motorinã;Automatã;1500;105;136000;0;0;169000
Volkswagen;Jetta;8;Motorinã;Manualã;1600;110;62000;0;0;184500
Renault;Megane;3;Motorinã;Automatã;1500;238;247000;0;0;93750
BMW;5;31;Benzinã;Manualã;2500;136;420000;0;0;72900
Mercedes;E;27;Benzinã;Manualã;2000;90;170800;0;0;119000
Renault;Clio;8;Motorinã;Manualã;1500;115;23000;0;0;317500
Volkswagen;Golf;1;Motorinã;Automatã;1600;120;130000;0;0;234500
Volkswagen;Passat;4;Motorinã;Automatã;1600;65;270000;0;0;55500
Renault;Symbol;12;Motorinã;Manualã;1500;113;280000;0;0;89900
Citroen;C4;14;Motorinã;Manualã;1400;113;154000;0;0;84000
Renault;Scenic;14;Benzinã;Automatã;1400;114;129000;0;0;143000
Peugeot;508;8;Motorinã;Automatã;1600;84;83000;0;0;139000
Hyundai;i20;3;Benzinã;Manualã;1200;190;89000;0;0;457000
Audi;A4;4;Motorinã;Automatã;2000;136;58000;0;0;168000
Hyundai;Accent;2;Motorinã;Manualã;1600;88;166000;0;0;82000
Hyundai;Accent;11;Benzinã;Manualã;1200;75;130000;0;0;110000
Volkswagen;Polo;8;Motorinã;Manualã;1200;138;50000;0;0;226000
Toyota;Corolla;2;Benzinã;Automatã;1400;122;65000;0;0;197500
Peugeot;308;5;Motorinã;Automatã;1600;95;137000;0;0;169000
Ford;Focus;3;Motorinã;Manualã;1600;88;159000;0;0;124950
Renault;Clio;4;Motorinã;Automatã;1400;88;153000;0;0;124950
Renault;Clio;4;Motorinã;Automatã;1400;90;148000;0;0;97950
Renault;Symbol;4;Motorinã;Manualã;1500;110;124000;0;0;159900
Renault;Megane;3;Motorinã;Automatã;1500;110;91000;0;0;167500
Renault;Megane;3;Motorinã;Automatã;1500;110;169000;0;0;163500
Renault;Megane;3;Motorinã;Automatã;1500;112;26000;0;0;165950
Citroen;C3;1;Benzinã;Automatã;1200;88;106000;0;0;113750
Renault;Symbol;3;Motorinã;Manualã;1400;130;122000;0;0;262500
Renault;Talisman;4;Motorinã;Automatã;1600;90;128000;0;0;168500
Volkswagen;Polo;4;Motorinã;Automatã;1400;113;211000;0;0;89900
Ford;Focus;13;Motorinã;Automatã;1400;100;128767;0;0;122500
Opel;Corsa;9;Benzinã;Automatã;1400;90;122000;0;0;179000
Toyota;Corolla;3;Motorinã;Manualã;1400;85;209000;0;0;96000
Renault;Fluence;9;Motorinã;Manualã;1500;105;111286;1;1;219900
Skoda;SuperB;5;Motorinã;Automatã;1600;115;116000;0;3;172000
Ford;Focus;4;Motorinã;Manualã;1600;93;30000;0;0;132000
Citroen;C-Elysee;5;Motorinã;Manualã;1600;120;79000;0;0;264000
Volkswagen;Passat;4;Motorinã;Automatã;1600;110;170000;0;6;121000
Renault;Fluence;5;Motorinã;Automatã;1500;110;29000;1;4;228000
Volkswagen;Golf;5;Benzinã;Automatã;1200;110;302000;0;0;97750
Ford;Focus;10;Motorinã;Manualã;1600;115;227000;0;0;125000
Opel;Insignia;11;Benzinã;Manualã;1600;116;120000;0;4;246250
Audi;A3;3;Motorinã;Automatã;1600;120;91000;1;1;287500
Volkswagen;Passat;5;Motorinã;Automatã;1600;110;99500;0;2;219500
Volkswagen;Golf;4;Motorinã;Automatã;1600;138;157000;0;0;209500
Hyundai;Elantra;2;Motorinã;Automatã;1400;113;146000;0;0;190000
Volkswagen;Jetta;6;Motorinã;Automatã;1400;90;220000;0;0;102500
Renault;Clio;8;Motorinã;Manualã;1500;95;115000;0;0;151500
Ford;Focus;3;Motorinã;Manualã;1600;115;295000;0;0;91000
Volkswagen;Passat;15;Benzinã;Manualã;1600;113;160000;2;6;108000
Renault;Fluence;7;Benzinã;Automatã;1400;71;20000;0;0;43750
Fiat;Siena;19;Benzinã;Manualã;1400;88;186000;0;0;57900
Ford;Fiesta;15;Benzinã;Manualã;1200;99;50000;0;0;147000
Toyota;Corolla;6;Benzinã;Manualã;1300;90;126000;0;0;145000
Renault;Fluence;4;Motorinã;Manualã;1500;110;106000;0;0;171500
Renault;Fluence;5;Motorinã;Automatã;1500;115;113927;0;0;221000
Skoda;Octavia;3;Motorinã;Automatã;1600;100;219000;0;0;59900
Nissan;Primera;21;Benzinã;Manualã;1600;400;233000;0;0;795750
Porsche;Panamera;10;Benzinã;Automatã;4800;72;120000;0;0;43250
Renault;R;23;Benzinã;Manualã;1400;188;80000;0;0;231950
Opel;Insignia;3;Motorinã;Automatã;1600;90;158000;0;0;145000
Volkswagen;Polo;4;Motorinã;Automatã;1400;184;123000;0;2;219900
BMW;3;9;Motorinã;Automatã;2000;84;36000;0;6;146000
Hyundai;i20;3;Benzinã;Manualã;1200;113;210000;0;0;109000
Renault;Megane;8;Motorinã;Automatã;1400;115;65400;0;0;230000
Seat;Leon;2;Motorinã;Automatã;1600;204;140000;0;0;535000
Mercedes;E;7;Motorinã;Automatã;2100;113;10500;0;0;425900
Skoda;SuperB;0;Motorinã;Automatã;1400;74;230000;2;2;44000
Fiat;Palio;18;Benzinã;Manualã;1200;113;118000;0;2;218000
Volkswagen;Jetta;5;Motorinã;Manualã;1400;113;18000;0;3;245950
Renault;Megane;0;Motorinã;Automatã;1400;88;60000;0;0;159950
Toyota;Yaris;5;Benzinã;Automatã;1200;88;50000;0;0;44000
Tofaþ;Þahin;22;Benzinã;Manualã;1400;88;300;0;0;126500
Fiat;Egea;0;Benzinã;Manualã;1200;136;90000;0;0;455000
Fiat;Panda;31;Benzinã;Manualã;1200;75;118077;0;0;108900
Mercedes;C;5;Motorinã;Automatã;1600;88;18122;0;0;183000
Renault;Clio;4;Motorinã;Manualã;1500;90;248000;0;2;99900
Dacia;Lodgy;1;Motorinã;Manualã;1400;120;85000;0;0;156000
Volkswagen;Polo;7;Motorinã;Manualã;1600;163;100000;3;0;325000
Fiat;Egea;5;Motorinã;Manualã;1600;88;61500;0;0;112000
BMW;3;7;Benzinã;Automatã;1400;138;70000;0;1;267000
Toyota;Yaris;7;Benzinã;Automatã;1200;100;204000;0;0;127000
BMW;1;5;Benzinã;Automatã;1400;136;33000;0;0;212000
Volvo;S40;10;Benzinã;Manualã;1600;90;135000;0;4;107500
Kia;Ceed;3;Motorinã;Automatã;1600;138;14000;0;2;414900
Dacia;Sandero;4;Motorinã;Manualã;1500;77;190000;0;0;61000
Volkswagen;Passat;0;Benzinã;Automatã;1400;105;187000;0;0;167250
Fiat;Albea;11;Benzinã;Manualã;1400;110;229500;0;0;81000
Volkswagen;Passat;8;Motorinã;Manualã;1600;110;77000;0;0;191000
Hyundai;Accent;12;Motorinã;Manualã;1500;125;50000;0;0;152450
Volkswagen;Golf;5;Benzinã;Automatã;1200;116;104000;0;0;285000
Ford;Focus;3;Benzinã;Manualã;1600;90;112000;0;0;112000
BMW;2;4;Motorinã;Automatã;1500;136;80000;0;2;179500
Dacia;Sandero;7;Motorinã;Manualã;1500;112;37000;0;2;118000
Opel;Astra;3;Motorinã;Automatã;1600;113;42000;0;1;237000
Peugeot;208;4;Benzinã;Automatã;1200;83;280000;0;5;28500
Ford;Focus;1;Motorinã;Automatã;1400;110;275000;0;0;57000
Renault;R;25;Benzinã;Manualã;1400;113;123000;0;4;177000
Hyundai;Accent;14;Motorinã;Manualã;1500;136;176000;0;0;185000
MINI;Cooper;7;Benzinã;Automatã;1400;90;180000;0;2;117500
BMW;1;8;Benzinã;Automatã;1600;113;59900;2;0;262000
Renault;Fluence;5;Motorinã;Manualã;1500;120;31000;0;0;272500
Mercedes;A;4;Motorinã;Automatã;1400;120;143000;0;0;332500
Ford;Focus;1;Motorinã;Automatã;1500;188;88769;0;1;337500
Volkswagen;Passat;4;Motorinã;Automatã;1600;115;50000;0;0;318500
Volvo;S60;5;Motorinã;Automatã;1800;85;115000;0;8;108750
Seat;Leon;1;Motorinã;Automatã;1600;90;127000;0;0;117500
Volkswagen;Polo;6;Benzinã;Manualã;1400;85;107000;0;0;103600
Renault;Symbol;3;Motorinã;Manualã;1500;163;17000;0;0;510000
Hyundai;i20;7;Benzinã;Manualã;1200;100;285000;0;0;65000
Mercedes;E;5;Benzinã;Automatã;1400;88;268000;0;0;89500
Opel;Astra;20;Benzinã;Manualã;1600;115;155000;0;0;139750
Opel;Astra;13;Motorinã;Automatã;1200;115;155000;0;0;141000
Ford;C-Max;7;Motorinã;Manualã;1600;122;98000;0;0;197500
Ford;C-Max;7;Motorinã;Manualã;1600;116;53900;0;1;250000
Volkswagen;Passat;8;Benzinã;Manualã;1400;163;120000;0;0;189000
MINI;Cooper;4;Motorinã;Automatã;1500;190;21000;0;1;890000
Volkswagen;VW;7;Benzinã;Automatã;1200;115;88500;0;0;181500
BMW;5;2;Motorinã;Automatã;2000;120;74500;0;0;193500
Ford;Focus;5;Motorinã;Manualã;1600;88;253800;0;0;45750
Ford;Focus;2;Motorinã;Automatã;1500;75;201685;0;0;84900
Hyundai;Accent;15;Motorinã;Manualã;1400;80;100000;0;0;25750
Renault;Symbol;6;Motorinã;Manualã;1500;110;4000;0;0;163750
Tofaþ;Þahin;28;Benzinã;Manualã;1600;110;52000;0;0;256000
Skoda;Fabia;2;Benzinã;Automatã;1000;100;27000;0;0;148250
Skoda;Octavia;4;Motorinã;Automatã;1600;170;12950;0;0;725000
Hyundai;Accent;4;Benzinã;Manualã;1400;138;56000;0;0;450000
BMW;5;1;Benzinã;Automatã;1600;88;207000;0;0;48500
BMW;4;4;Benzinã;Automatã;1400;113;107000;0;0;141500
Kia;Sephia;19;Benzinã;Manualã;1400;105;96000;0;0;194750
Renault;Fluence;6;Motorinã;Manualã;1400;190;25000;0;3;610000
Skoda;SuperB;8;Motorinã;Manualã;1600;113;79000;0;0;218000
Audi;A4;1;Motorinã;Automatã;2000;110;63000;0;0;217000
Skoda;Octavia;5;Motorinã;Automatã;1400;138;55000;0;0;675500
Renault;Megane;3;Motorinã;Automatã;1500;188;225000;0;2;309750
Audi;A5;2;Benzinã;Automatã;1400;136;132000;0;0;124750
Mercedes;E;12;Benzinã;Automatã;1600;188;220000;0;0;205750
Hyundai;Accent;5;Motorinã;Manualã;1600;105;177000;0;0;174250
BMW;3;9;Motorinã;Automatã;1800;90;650;0;0;146750
Volkswagen;Passat;6;Motorinã;Manualã;1600;105;85000;0;0;166750
Renault;Clio;0;Benzinã;Manualã;900;97;202000;0;0;63500
Volkswagen;Jetta;5;Benzinã;Manualã;1200;71;168000;0;0;51750
Hyundai;Getz;14;Benzinã;Manualã;1400;71;135458;0;7;49750
Fiat;Siena;19;Benzinã;Manualã;1400;88;65000;0;0;125750
Fiat;Siena;19;Benzinã;Manualã;1400;93;140000;0;0;117000
Ford;Fiesta;4;Benzinã;Manualã;1200;93;129000;0;0;117000
Citroen;C-Elysee;3;Motorinã;Manualã;1600;125;31265;0;1;312000
Peugeot;301;3;Motorinã;Manualã;1600;105;98000;0;0;112750
Volkswagen;Passat;4;Benzinã;Automatã;1400;88;96000;0;0;118750
Kia;Cerato;15;Benzinã;Automatã;1600;110;165000;0;0;181000
Ford;Fiesta;5;Benzinã;Manualã;1200;463;0;0;0;5050000
Skoda;Octavia;3;Motorinã;Automatã;1600;90;56000;0;0;130000
Mercedes;Maybach;0;Benzinã;Automatã;3500;88;151000;0;0;130000
Opel;Astra;9;Motorinã;Manualã;1200;90;145000;0;0;145500
Renault;Clio;4;Motorinã;Automatã;1400;88;0;0;0;129900
Renault;Clio;3;Motorinã;Automatã;1500;90;15000;0;0;162500
Fiat;Egea;0;Benzinã;Manualã;1200;88;148000;0;0;116500
Opel;Corsa;1;Benzinã;Automatã;1400;109;103000;0;0;355000
Peugeot;301;3;Motorinã;Manualã;1400;90;99000;0;0;145900
Mercedes;CLA;4;Motorinã;Automatã;1500;90;140000;0;1;145500
Renault;Clio;3;Motorinã;Automatã;1500;136;130000;0;0;171500
Dacia;Sandero;3;Motorinã;Manualã;1500;90;185000;0;0;86500
Kia;Ceed;3;Motorinã;Manualã;1600;116;17000;0;0;359900
Hyundai;i20;7;Motorinã;Manualã;1400;88;428000;0;0;42000
Audi;A3;1;Motorinã;Automatã;1600;177;140000;0;0;285500
Renault;Laguna;23;Motorinã;Manualã;2000;100;172000;0;0;74000
Audi;A4;7;Motorinã;Automatã;2000;100;145000;0;0;86500
Seat;Cordoba;11;Benzinã;Manualã;1400;100;149000;0;0;46900
Ford;Focus;16;Benzinã;Manualã;1600;90;164000;0;0;148000
Fiat;Palio;21;Benzinã;Manualã;1600;136;97000;1;0;280900
Kia;Rio;4;Motorinã;Manualã;1400;109;125000;0;0;259500
BMW;3;7;Benzinã;Automatã;1600;136;100000;0;0;191500
Mercedes;A;4;Motorinã;Automatã;1500;90;106000;0;0;154500
BMW;1;8;Benzinã;Automatã;1600;170;113000;0;0;340500
Seat;Toledo;4;Motorinã;Automatã;1400;75;149000;0;0;104900
BMW;3;5;Benzinã;Automatã;1600;100;171740;0;0;77000
Renault;Clio;7;Benzinã;Manualã;1100;163;240000;0;0;169000
Opel;Meriva;16;Benzinã;Manualã;1600;113;139000;0;0;185000
BMW;3;12;Benzinã;Automatã;1800;115;215000;0;0;155000
Volvo;S60;6;Motorinã;Automatã;1400;95;214000;3;3;105750
Volvo;S60;8;Motorinã;Automatã;1600;138;64000;1;5;359000
Opel;Astra;8;Motorinã;Manualã;1200;113;211000;0;7;108000
Audi;A4;4;Benzinã;Automatã;1200;238;288000;0;0;165000
Toyota;Auris;10;Benzinã;Manualã;1400;115;185200;0;0;138000
Audi;A6;15;Motorinã;Automatã;2500;120;10000;0;0;200000
Ford;Focus;8;Motorinã;Manualã;1600;110;230000;0;0;99000
Fiat;Egea;1;Motorinã;Automatã;1600;90;109000;0;0;118750
Renault;Fluence;8;Motorinã;Automatã;1500;93;89800;0;0;122000
Renault;Symbol;3;Motorinã;Manualã;1500;138;144500;0;0;193000
Peugeot;301;3;Motorinã;Manualã;1600;90;197500;0;0;149000
Hyundai;Elantra;4;Motorinã;Automatã;1400;120;90750;0;0;167000
Volkswagen;Golf;6;Motorinã;Manualã;1600;138;48000;0;0;241900
Fiat;Egea;4;Motorinã;Automatã;1600;170;0;0;0;879750
Volkswagen;VW;5;Benzinã;Automatã;1200;136;72000;0;0;179500
BMW;5;0;Benzinã;Automatã;1600;184;146000;0;0;404500
Hyundai;Accent;3;Motorinã;Automatã;1600;163;113000;0;0;182750
BMW;5;7;Motorinã;Automatã;2000;105;145000;0;0;148500
Volkswagen;VW;9;Benzinã;Automatã;1600;113;169000;0;0;169750
Volkswagen;Jetta;7;Motorinã;Automatã;1600;163;99000;0;0;310000
Honda;Civic;6;Benzinã;Automatã;1400;213;201000;0;0;345000
BMW;3;5;Benzinã;Automatã;1400;105;217000;0;0;189000
Mercedes;E;8;Benzinã;Automatã;1600;105;163000;0;0;216000
Volkswagen;Jetta;8;Motorinã;Automatã;1600;238;186000;0;0;224750
Volkswagen;Golf;7;Motorinã;Automatã;1600;105;269000;0;0;144000
Renault;Vel;9;Motorinã;Automatã;2500;136;62000;0;0;209750
Skoda;SuperB;8;Motorinã;Manualã;1600;113;99000;0;0;176500
Hyundai;i30;4;Motorinã;Automatã;1600;140;256000;0;0;148500
Renault;Fluence;6;Motorinã;Automatã;1400;85;362000;0;0;74750
Volkswagen;Passat;14;Motorinã;Automatã;2000;102;246000;0;0;71750
Renault;Fluence;10;Motorinã;Manualã;1500;110;193000;0;0;98000
Volkswagen;Bora;16;Benzinã;Automatã;1600;88;107000;0;0;117500
Renault;Megane;10;Benzinã;Manualã;1600;110;226000;0;0;81500
Hyundai;i20;9;Benzinã;Automatã;1200;88;0;0;0;132000
Ford;C-Max;16;Motorinã;Manualã;1600;85;266000;0;0;74000
Fiat;Egea;0;Benzinã;Manualã;1200;75;102000;0;0;106750
Renault;Fluence;10;Motorinã;Manualã;1500;95;232000;0;0;84250
Ford;Fiesta;6;Motorinã;Manualã;1500;85;169000;0;0;79750
Fiat;Linea;7;Motorinã;Manualã;1200;75;161000;0;0;109500
Seat;Ibiza;10;Benzinã;Manualã;1400;95;188000;0;0;79500
Skoda;Rapid;6;Benzinã;Manualã;1200;115;328000;0;0;76000
Fiat;Linea;8;Motorinã;Manualã;1200;115;41000;0;0;139900
Ford;Focus;11;Benzinã;Manualã;1600;88;234000;0;0;94750
Opel;Astra;4;Benzinã;Manualã;1600;95;227000;0;0;116750
Opel;Vectra;14;Benzinã;Manualã;1400;80;293000;0;0;81750
Ford;Focus;7;Motorinã;Manualã;1600;115;168000;0;0;115000
Renault;Megane;13;Motorinã;Manualã;1500;90;179000;0;0;106750
Ford;C-Max;8;Motorinã;Manualã;1600;88;106000;0;0;120750
Renault;Symbol;4;Motorinã;Manualã;1500;88;241000;0;0;78500
Peugeot;301;3;Motorinã;Manualã;1400;75;223000;0;0;89750
Renault;Megane;13;Motorinã;Manualã;1400;65;174000;0;0;71750
Renault;Symbol;7;Motorinã;Manualã;1500;88;165000;0;0;88750
Renault;Symbol;10;Motorinã;Manualã;1500;65;132000;0;0;89750
