Brand;Model;Vechime;Tip de combustibil;Tip de transmisie;Capacitatea motorului;Putere motor;KM;Pãr?i înlocuite;Pãr?i vopsite;Pre?
Volkswagen;Polo;7;Motorinã;Manualã;1200;218;158000;0;4;429750
Ford;Focus;1;Motorinã;Automatã;1400;120;90000;0;0;148000
BMW;5;7;Motorinã;Automatã;2000;88;4300;0;1;189900
Fiat;Egea;5;Motorinã;Automatã;1600;110;83400;0;0;209900
Suzuki;Swift;0;Benzinã;Automatã;1200;99;27000;0;0;155000
Renault;Megane;2;Motorinã;Automatã;1500;140;28773;0;0;183000
Toyota;Corolla;2;Benzinã;Manualã;1300;110;70000;0;0;184900
Opel;Astra;1;Benzinã;Automatã;1400;115;81150;0;4;118500
Seat;Leon;5;Motorinã;Automatã;1600;85;65001;0;0;116900
Opel;Astra;7;Benzinã;Manualã;1600;177;362000;0;2;173000
Kia;Rio;7;Benzinã;Manualã;1200;115;26700;0;0;288750
Mercedes;E;16;Motorinã;Automatã;2700;115;22700;0;0;287500
Renault;Megane;1;Motorinã;Automatã;1500;75;91100;0;0;148750
Renault;Megane;1;Motorinã;Automatã;1500;90;66900;0;0;176500
Renault;Clio;2;Motorinã;Manualã;1500;113;50000;0;0;295000
Renault;Clio;2;Motorinã;Automatã;1500;105;41421;1;1;220000
Mercedes;B;5;Motorinã;Automatã;1400;90;109933;0;0;158500
Volkswagen;Jetta;3;Benzinã;Automatã;1200;122;28500;0;0;226500
Renault;Clio;2;Motorinã;Automatã;1500;77;33500;0;0;101900
Toyota;Corolla;1;Benzinã;Automatã;1600;100;149000;0;3;93900
Fiat;Punto;4;Benzinã;Manualã;1400;97;84000;2;1;84500
Renault;Megane;11;Motorinã;Automatã;1500;88;54050;1;3;179500
Hyundai;Getz;11;Benzinã;Manualã;1400;100;21000;0;1;158750
Hyundai;i20;2;Benzinã;Automatã;1400;90;11800;0;0;124900
Citroen;C-Elysee;0;Motorinã;Manualã;1500;80;243000;0;0;82900
Dacia;Sandero;1;Benzinã;Manualã;900;188;25692;0;2;575000
Opel;Corsa;13;Benzinã;Manualã;1200;138;160000;0;0;109750
Mercedes;C;2;Benzinã;Automatã;1400;110;41000;0;0;167900
Chevrolet;Epica;9;Motorinã;Automatã;1800;113;6775;0;4;254900
Skoda;Fabia;4;Benzinã;Automatã;1200;136;109229;0;0;269750
Renault;Megane;0;Motorinã;Automatã;1400;115;36700;0;0;239750
BMW;3;6;Benzinã;Automatã;1600;120;98300;1;1;278000
Renault;Megane;1;Motorinã;Automatã;1500;105;137500;1;3;189900
Volkswagen;Passat;3;Motorinã;Automatã;1600;95;68255;0;4;139750
Volkswagen;Passat;7;Motorinã;Manualã;1600;95;108572;0;0;137500
Fiat;Egea;2;Motorinã;Manualã;1200;130;600;0;1;230000
Fiat;Egea;1;Motorinã;Manualã;1200;95;70000;1;1;113900
Renault;Clio;0;Benzinã;Automatã;1300;90;181000;0;0;139950
Fiat;Egea;4;Motorinã;Manualã;1200;113;24506;0;7;261500
Renault;Clio;3;Motorinã;Automatã;1500;113;45294;0;0;261500
Ford;Focus;1;Motorinã;Automatã;1400;125;93711;0;0;177500
Ford;Focus;1;Motorinã;Automatã;1400;160;65340;3;0;221000
Ford;Focus;5;Benzinã;Manualã;1600;110;79336;0;0;179900
Volkswagen;New;6;Benzinã;Automatã;1400;211;84000;0;0;289750
Seat;Leon;4;Benzinã;Automatã;1200;110;117000;0;0;149750
Audi;TT;11;Benzinã;Automatã;2000;113;98053;0;4;182750
Skoda;Fabia;4;Benzinã;Automatã;1200;95;127000;0;4;140500
Citroen;C4;7;Motorinã;Automatã;1400;90;169000;0;1;135000
Ford;Focus;7;Motorinã;Manualã;1600;113;245000;0;0;98750
Renault;Clio;5;Motorinã;Automatã;1500;90;91797;0;5;141500
Opel;Astra;13;Benzinã;Automatã;1600;110;59506;0;0;198500
Renault;Clio;4;Motorinã;Automatã;1500;90;69558;1;1;151500
Renault;Megane;2;Motorinã;Automatã;1500;110;49428;0;0;198500
Renault;Clio;2;Motorinã;Automatã;1500;110;42000;1;2;198500
Renault;Megane;2;Motorinã;Automatã;1500;115;124050;0;0;129500
Renault;Megane;2;Motorinã;Automatã;1500;90;139954;0;1;132500
Hyundai;i30;8;Motorinã;Automatã;1600;113;6894;0;4;284900
Toyota;Corolla;6;Motorinã;Automatã;1400;213;140392;3;7;455900
Skoda;Scala;0;Motorinã;Automatã;1400;95;65511;0;0;139750
BMW;5;6;Motorinã;Automatã;1800;138;0;0;0;407900
Fiat;Egea;1;Motorinã;Manualã;1200;113;93000;0;2;229000
Opel;Insignia;0;Motorinã;Automatã;1400;90;49780;0;0;149000
Honda;Civic;3;Benzinã;Automatã;1400;113;152000;0;0;185000
Dacia;Sandero;2;Motorinã;Manualã;1500;132;26000;0;0;175000
Citroen;C4;7;Motorinã;Automatã;1400;93;184000;0;0;81900
Toyota;Corolla;2;Benzinã;Manualã;1600;88;139000;0;0;135000
Peugeot;301;7;Motorinã;Manualã;1600;88;374000;4;3;85500
Hyundai;Accent;7;Benzinã;Automatã;1200;93;73000;0;0;115000
Toyota;Corolla;13;Motorinã;Manualã;1400;110;97000;1;0;215000
Citroen;C-Elysee;5;Motorinã;Manualã;1600;100;241000;2;1;69000
Skoda;Octavia;4;Motorinã;Automatã;1600;128;81000;1;3;175000
Seat;Ibiza;16;Benzinã;Manualã;1400;113;11000;2;4;264000
Hyundai;Elantra;4;Benzinã;Automatã;1600;122;21000;2;0;169900
Honda;Civic;1;Benzinã;Automatã;1400;238;171000;0;0;655000
Citroen;C4;5;Motorinã;Automatã;1600;100;138000;0;0;98000
Volvo;S90;4;Motorinã;Automatã;1800;138;61576;0;4;179900
Opel;Astra;12;Benzinã;Manualã;1600;120;96200;0;2;247000
Toyota;Auris;6;Benzinã;Automatã;1400;122;149000;0;0;169900
Volkswagen;Passat;3;Motorinã;Manualã;1600;75;155407;0;0;91750
Peugeot;308;4;Motorinã;Automatã;1600;75;106289;0;0;96750
Renault;Symbol;7;Motorinã;Manualã;1500;113;22771;1;1;157750
Renault;Clio;6;Benzinã;Manualã;1100;95;136000;1;0;124950
Opel;Astra;2;Benzinã;Manualã;1400;184;210000;0;2;245000
Fiat;Egea;3;Motorinã;Manualã;1200;115;82000;0;0;255000
BMW;5;10;Motorinã;Automatã;2000;116;80000;1;5;139000
Volkswagen;Golf;2;Motorinã;Automatã;1600;71;280000;0;2;65000
Peugeot;308;4;Motorinã;Manualã;1600;125;128000;0;6;140000
Citroen;C3;14;Motorinã;Manualã;1400;84;32800;0;2;133900
Honda;Civic;10;Benzinã;Automatã;1600;136;24309;0;2;415000
Hyundai;i20;5;Benzinã;Manualã;1200;88;24333;0;0;149000
Mercedes;B;0;Benzinã;Automatã;1300;63;100166;0;0;144900
Renault;Clio;1;Motorinã;Manualã;1400;83;10500;0;0;160000
Ford;Fiesta;5;Motorinã;Manualã;1400;132;36825;0;0;181500
Citroen;C3;0;Benzinã;Manualã;1200;88;143450;0;0;120000
Toyota;Auris;6;Benzinã;Automatã;1600;75;19000;0;2;149900
Citroen;C3;7;Benzinã;Automatã;1200;88;19900;1;3;126250
Renault;Clio;1;Motorinã;Manualã;1500;125;37942;0;0;229750
Fiat;Egea;1;Benzinã;Manualã;1200;75;58485;0;0;93750
Volkswagen;Jetta;3;Benzinã;Automatã;1400;88;95157;0;0;122750
Renault;Symbol;6;Benzinã;Manualã;1100;88;50001;0;0;146750
Nissan;Micra;8;Benzinã;Automatã;1200;125;6700;1;3;285750
Nissan;Micra;3;Benzinã;Automatã;1200;90;87000;2;0;107000
Honda;Civic;0;Benzinã;Automatã;1600;136;72400;0;0;448000
Renault;Symbol;5;Motorinã;Manualã;1500;114;89713;0;0;138750
Mercedes;C;4;Motorinã;Automatã;1600;90;66264;0;0;134000
Peugeot;308;7;Motorinã;Automatã;1600;88;13756;0;0;181000
Renault;Symbol;2;Motorinã;Manualã;1500;140;77040;2;1;143750
Renault;Clio;0;Benzinã;Automatã;1200;85;55174;0;0;156500
Opel;Astra;6;Benzinã;Automatã;1400;100;103063;1;5;107500
Fiat;500;6;Motorinã;Automatã;1200;115;164110;2;0;102750
Hyundai;i20;8;Benzinã;Automatã;1400;106;267143;4;0;73750
Ford;Focus;12;Benzinã;Manualã;1600;88;242315;0;1;116500
Renault;Scenic;15;Motorinã;Manualã;1500;120;89500;1;7;265750
Ford;Focus;8;Motorinã;Manualã;1400;163;139000;0;3;357500
Skoda;SuperB;4;Motorinã;Automatã;1600;63;8000;0;0;147900
BMW;5;6;Benzinã;Automatã;1400;88;10800;0;3;167900
Kia;Picanto;0;Benzinã;Automatã;1200;138;12000;0;0;189500
Fiat;Egea;0;Motorinã;Manualã;1200;138;10500;0;0;189500
Renault;Megane;0;Benzinã;Manualã;1200;110;100000;0;0;189000
Renault;Megane;0;Benzinã;Manualã;1200;84;10700;0;0;139750
Renault;Megane;3;Motorinã;Automatã;1500;84;10600;0;3;139900
Kia;Rio;0;Benzinã;Manualã;1200;88;25000;0;0;117900
Kia;Rio;0;Benzinã;Manualã;1200;95;74000;0;0;112000
Renault;Symbol;1;Benzinã;Manualã;1200;95;19300;0;3;155900
Opel;Corsa;7;Motorinã;Manualã;1200;84;12000;0;2;139900
Fiat;Egea;1;Motorinã;Manualã;1200;75;134000;0;0;134000
Kia;Rio;0;Benzinã;Manualã;1200;136;128000;0;0;389000
Volkswagen;Polo;3;Motorinã;Manualã;1400;88;15000;2;2;119500
Mercedes;C;4;Motorinã;Automatã;1600;88;8500;0;6;175900
Renault;Symbol;1;Benzinã;Manualã;1200;138;9700;0;0;189500
Suzuki;Swift;0;Benzinã;Automatã;1200;113;25000;0;0;246000
Renault;Megane;0;Benzinã;Manualã;1200;113;82000;0;0;204000
Honda;Civic;2;Benzinã;Automatã;1400;110;61000;0;0;229750
DS;DS4;4;Motorinã;Automatã;1400;120;121000;0;0;249750
Renault;Megane;2;Motorinã;Automatã;1500;97;46921;0;0;96750
Skoda;SuperB;5;Motorinã;Automatã;1600;116;65000;2;1;303900
Hyundai;Getz;9;Benzinã;Manualã;1400;190;46825;0;1;499000
Audi;A3;3;Motorinã;Automatã;1600;190;69799;0;0;499000
Audi;A4;3;Motorinã;Automatã;2000;90;83400;0;0;139500
Audi;A4;4;Motorinã;Automatã;2000;100;15991;1;0;159900
Renault;Symbol;3;Motorinã;Manualã;1500;138;74702;0;0;407000
Hyundai;Accent;2;Benzinã;Manualã;1400;136;65054;0;0;515000
Audi;A4;3;Benzinã;Automatã;1200;138;70715;0;1;315900
Mercedes;C;3;Motorinã;Automatã;1600;75;60000;0;0;142500
Opel;Insignia;3;Motorinã;Automatã;1400;136;94358;0;0;399000
Renault;Clio;1;Motorinã;Manualã;1500;88;126094;0;2;133000
Mercedes;C;3;Motorinã;Automatã;1600;110;49238;0;0;257000
Peugeot;301;3;Motorinã;Manualã;1400;88;17647;0;2;164000
Renault;Megane;2;Motorinã;Automatã;1500;110;35577;0;3;227000
Fiat;Egea;0;Motorinã;Manualã;1200;75;67190;0;0;141000
Renault;Megane;2;Motorinã;Automatã;1500;156;19330;0;0;740000
Renault;Clio;2;Motorinã;Manualã;1500;75;23214;0;4;119750
Mercedes;E;2;Benzinã;Automatã;1600;96;190640;0;0;89500
Seat;Ibiza;4;Benzinã;Manualã;1000;136;85241;0;0;217000
Peugeot;207;12;Benzinã;Manualã;1400;100;77886;0;0;79750
Opel;Insignia;4;Motorinã;Automatã;1600;138;84000;0;0;196900
Chevrolet;Aveo;10;Benzinã;Automatã;1400;138;34000;1;8;244900
BMW;1;8;Benzinã;Automatã;1400;75;424000;0;1;44750
Toyota;Corolla;1;Benzinã;Automatã;1400;88;0;0;0;137900
Opel;Corsa;17;Motorinã;Manualã;1700;63;0;0;0;139900
Renault;Clio;0;Benzinã;Manualã;1200;113;7;0;0;194900
Renault;Clio;0;Benzinã;Manualã;1200;90;61000;0;0;174000
Toyota;Yaris;0;Benzinã;Automatã;1400;100;153869;0;0;105750
Toyota;Corolla;3;Motorinã;Automatã;1400;110;53501;0;6;159900
Honda;Jazz;9;Benzinã;Automatã;1300;75;15171;0;0;154750
Seat;Ibiza;4;Benzinã;Automatã;1000;90;111000;0;0;124750
Opel;Corsa;0;Benzinã;Manualã;1200;110;65805;0;0;192500
Dacia;Lodgy;4;Motorinã;Manualã;1500;130;650;0;3;199750
Renault;Megane;3;Motorinã;Automatã;1500;120;55258;0;4;163500
Renault;Clio;0;Benzinã;Automatã;1300;132;100813;0;0;152500
Fiat;Egea;3;Motorinã;Automatã;1600;238;24000;0;5;795000
Toyota;Auris;7;Benzinã;Automatã;1600;160;18435;1;10;590000
Volvo;V90;1;Motorinã;Automatã;1800;88;72000;0;0;132000
Mercedes;C;0;Motorinã;Automatã;1600;140;83000;0;0;170000
Peugeot;301;3;Motorinã;Manualã;1400;110;38222;0;0;139000
Opel;Astra;5;Benzinã;Automatã;1400;170;800;2;2;875900
Dacia;Lodgy;1;Benzinã;Manualã;1600;170;11060;0;0;635900
BMW;5;0;Benzinã;Automatã;1600;75;108600;0;0;135000
BMW;3;0;Benzinã;Automatã;1600;128;109600;0;0;165000
Renault;Clio;3;Motorinã;Manualã;1500;136;119303;0;2;147500
Hyundai;Accent;4;Motorinã;Automatã;1600;88;53292;0;1;178900
Hyundai;Accent;3;Motorinã;Automatã;1600;88;14619;0;0;149750
Toyota;Corolla;5;Motorinã;Automatã;1200;163;31000;0;0;579000
Citroen;C3;0;Benzinã;Manualã;1200;388;78250;0;0;1780000
Mercedes;C;2;Motorinã;Automatã;1400;90;122000;0;0;103000
BMW;7;4;Motorinã;Automatã;2500;113;65310;0;0;156500
Renault;Symbol;3;Motorinã;Manualã;1500;96;107423;1;1;126750
Skoda;Rapid;5;Motorinã;Manualã;1400;88;144199;0;0;81750
Ford;Fiesta;9;Benzinã;Automatã;1400;116;14507;1;1;339900
Hyundai;Getz;9;Motorinã;Manualã;1500;136;118140;1;2;181000
Audi;A3;1;Motorinã;Automatã;1600;120;91228;0;0;184500
Opel;Astra;3;Motorinã;Automatã;1600;150;55926;0;8;206500
Ford;Focus;3;Motorinã;Automatã;1500;90;136871;0;4;106500
Skoda;SuperB;3;Benzinã;Manualã;1500;136;49367;0;2;176500
Renault;Symbol;4;Motorinã;Manualã;1500;184;23347;0;2;575000
Opel;Astra;6;Motorinã;Manualã;1600;136;55500;0;0;525000
Mercedes;C;0;Benzinã;Automatã;1500;95;156020;0;0;129000
Mercedes;C;2;Motorinã;Automatã;1600;135;77676;0;0;139500
Opel;Astra;8;Motorinã;Manualã;1200;113;76766;2;2;245500
Hyundai;i30;6;Benzinã;Manualã;1600;113;130455;0;1;176500
Renault;Megane;2;Motorinã;Automatã;1400;109;67000;0;0;395000
Ford;Focus;3;Benzinã;Automatã;1400;156;17780;0;0;440000
Mercedes;CLA;4;Motorinã;Automatã;1500;113;500;0;0;296750
Mercedes;CLA;2;Benzinã;Automatã;1600;138;500;0;0;276750
Renault;Megane;0;Motorinã;Automatã;1400;110;112000;0;0;178000
Renault;Megane;0;Benzinã;Automatã;1200;136;114000;0;0;159000
Renault;Megane;3;Motorinã;Automatã;1500;88;96000;0;0;127000
Opel;Astra;3;Motorinã;Automatã;1600;110;111720;0;3;159500
Dacia;Lodgy;3;Motorinã;Manualã;1400;102;23640;0;2;161500
Renault;Megane;4;Motorinã;Manualã;1500;150;61000;1;2;375900
Peugeot;301;0;Motorinã;Manualã;1500;97;147970;0;0;90750
Volkswagen;Passat;4;Benzinã;Automatã;1400;90;133166;0;0;126750
Hyundai;Getz;11;Benzinã;Automatã;1400;120;89508;1;7;299750
Renault;Fluence;7;Motorinã;Manualã;1500;113;121820;0;0;284750
Skoda;SuperB;4;Motorinã;Automatã;1600;80;62500;0;0;140900
BMW;1;5;Motorinã;Automatã;1400;136;96540;0;2;179900
Nissan;Micra;4;Benzinã;Automatã;1200;163;113767;0;0;333900
Opel;Astra;3;Motorinã;Automatã;1600;75;106098;0;0;140000
Mercedes;C;5;Benzinã;Automatã;1400;93;119694;0;0;128000
Renault;Clio;3;Motorinã;Manualã;1500;95;9500;0;0;169900
Citroen;C-Elysee;3;Motorinã;Manualã;1600;99;98195;0;1;140000
Fiat;Egea;0;Motorinã;Manualã;1200;100;42000;0;0;158750
Toyota;Corolla;4;Benzinã;Manualã;1300;75;15000;0;5;144750
Hyundai;i20;3;Benzinã;Automatã;1400;95;77000;0;3;125900
Dacia;Sandero;1;Motorinã;Manualã;1500;90;89000;0;0;147000
Fiat;Egea;3;Motorinã;Manualã;1200;113;149805;1;6;222500
Renault;Clio;3;Motorinã;Automatã;1500;75;23000;1;2;157000
Skoda;Octavia;3;Motorinã;Automatã;1400;88;32623;0;0;213500
Opel;Corsa;0;Benzinã;Manualã;1200;113;38229;0;0;311500
Fiat;500;2;Motorinã;Automatã;1200;95;16400;0;2;121900
Ford;Focus;0;Motorinã;Automatã;1400;85;7;0;0;195900
Fiat;Egea;1;Benzinã;Manualã;1400;163;122526;0;0;319900
Renault;Clio;0;Motorinã;Manualã;1500;105;64423;0;0;226500
BMW;3;6;Benzinã;Automatã;1400;75;140800;0;0;133500
Volkswagen;Golf;3;Motorinã;Automatã;1600;100;86000;0;1;118500
Toyota;Yaris;8;Benzinã;Automatã;1500;138;150001;0;2;135750
Hyundai;Accent;5;Benzinã;Manualã;1400;100;35985;1;4;149750
Hyundai;Elantra;9;Benzinã;Automatã;1400;120;111000;2;1;159900
Hyundai;i20;5;Benzinã;Automatã;1400;105;97794;1;2;131000
Fiat;Egea;4;Motorinã;Automatã;1600;113;133422;0;0;217500
Opel;Astra;13;Benzinã;Manualã;1600;110;9220;0;4;264000
Volkswagen;Golf;4;Motorinã;Automatã;1400;88;25000;0;0;122000
Renault;Megane;1;Motorinã;Automatã;1500;84;13000;0;0;166900
Citroen;C-Elysee;1;Benzinã;Manualã;1200;90;36638;0;0;158750
Kia;Rio;0;Benzinã;Manualã;1200;105;124752;0;0;234750
Volkswagen;Polo;5;Benzinã;Automatã;1200;90;115000;0;3;127750
Skoda;SuperB;6;Motorinã;Automatã;1600;138;90000;0;0;164900
Renault;Fluence;5;Motorinã;Manualã;1500;75;38000;1;2;148400
Toyota;Corolla;5;Benzinã;Automatã;1400;75;39325;0;0;148450
Renault;Clio;1;Motorinã;Manualã;1500;113;228000;0;0;65900
Renault;Clio;1;Motorinã;Manualã;1500;63;34950;0;0;156500
Peugeot;307;14;Motorinã;Manualã;1400;95;51500;1;2;125000
Volkswagen;Polo;3;Benzinã;Manualã;1200;120;54579;0;0;179000
Fiat;Linea;3;Motorinã;Manualã;1200;90;90372;0;0;145000
Fiat;Egea;3;Motorinã;Automatã;1600;170;312000;0;0;185750
Kia;Rio;4;Motorinã;Manualã;1400;132;66688;0;0;162500
Audi;A6;9;Motorinã;Automatã;2000;156;73880;2;6;635000
Toyota;Auris;7;Benzinã;Automatã;1600;90;84399;3;2;164900
Mercedes;E;2;Benzinã;Automatã;1600;100;264255;0;0;72900
Renault;Clio;2;Motorinã;Automatã;1500;115;55863;0;0;138900
Ford;Focus;17;Benzinã;Manualã;1600;95;81198;0;0;123750
Opel;Astra;6;Benzinã;Manualã;1600;63;114481;0;0;119750
Fiat;Egea;3;Motorinã;Manualã;1200;88;43822;2;1;117750
Renault;Clio;4;Motorinã;Manualã;1400;110;39779;1;2;179750
Citroen;C-Elysee;1;Benzinã;Manualã;1200;120;73296;0;0;191750
Volkswagen;Golf;4;Benzinã;Manualã;1200;90;47128;1;0;129750
Ford;Focus;2;Motorinã;Automatã;1500;83;48145;0;1;115750
Dacia;Sandero;3;Benzinã;Automatã;900;115;128151;1;2;149500
Peugeot;208;4;Benzinã;Manualã;1200;88;36473;0;0;191900
Ford;C-Max;9;Motorinã;Manualã;1600;100;550;1;6;176500
Volkswagen;Polo;2;Benzinã;Automatã;1200;110;29656;0;0;167750
Hyundai;i20;0;Benzinã;Manualã;1400;90;42000;0;0;174500
Skoda;Fabia;2;Benzinã;Automatã;1000;163;17400;0;0;410000
Toyota;Corolla;3;Motorinã;Automatã;1400;122;17000;0;6;271500
Mercedes;A;0;Benzinã;Automatã;1300;100;40951;0;0;168500
Toyota;Corolla;0;Benzinã;Automatã;1800;75;58000;0;1;150000
Ford;Fiesta;2;Benzinã;Automatã;1000;100;97989;0;0;114500
Seat;Ibiza;3;Benzinã;Manualã;1000;110;52407;1;0;216500
Hyundai;i20;6;Benzinã;Automatã;1400;128;83414;5;7;156000
Renault;Megane;3;Motorinã;Automatã;1500;93;133923;0;0;109500
Hyundai;Accent;3;Motorinã;Automatã;1600;113;50547;0;0;239900
Peugeot;301;3;Motorinã;Manualã;1600;125;11533;0;0;229750
Volkswagen;Passat;6;Benzinã;Automatã;1400;63;92768;0;0;113750
Volkswagen;Golf;2;Benzinã;Manualã;1400;120;110611;0;0;178500
Opel;Corsa;8;Motorinã;Manualã;1200;120;98000;0;1;297000
Ford;Focus;3;Motorinã;Automatã;1500;138;0;0;0;227900
Volkswagen;Passat;2;Motorinã;Automatã;1600;77;86000;0;0;97500
Renault;Clio;0;Benzinã;Automatã;1200;113;7;0;0;307500
Fiat;Punto;4;Benzinã;Manualã;1400;136;13152;0;0;319000
Toyota;Corolla;0;Benzinã;Automatã;1600;138;127575;0;0;164750
Opel;Insignia;0;Motorinã;Automatã;1600;93;161000;0;0;98250
Hyundai;i30;7;Motorinã;Automatã;1400;88;26000;0;4;135900
Citroen;C-Elysee;7;Motorinã;Manualã;1600;95;108500;2;1;132000
Opel;Corsa;7;Benzinã;Automatã;1200;88;92115;0;0;130000
Fiat;Egea;2;Motorinã;Manualã;1200;188;108598;0;3;398750
Peugeot;301;3;Motorinã;Manualã;1400;115;120467;0;1;114750
BMW;3;3;Motorinã;Automatã;1800;63;38800;0;4;129750
Volkswagen;Passat;12;Benzinã;Manualã;1600;140;12;2;5;197500
Hyundai;i10;2;Benzinã;Automatã;1200;90;52490;0;3;163000
Opel;Astra;0;Benzinã;Manualã;1400;95;97000;0;0;111000
Volkswagen;Polo;6;Benzinã;Automatã;1200;90;95000;0;0;143000
Fiat;Egea;4;Motorinã;Manualã;1200;95;152000;0;6;111000
Dacia;Sandero;2;Motorinã;Manualã;1500;136;110482;0;2;213500
Fiat;Egea;4;Motorinã;Manualã;1200;90;168700;0;4;115750
BMW;1;8;Benzinã;Automatã;1600;120;53293;0;2;362500
Renault;Fluence;6;Motorinã;Manualã;1500;95;125075;0;3;125750
Volkswagen;Passat;2;Motorinã;Automatã;1600;88;31566;0;0;121750
Fiat;Egea;4;Motorinã;Manualã;1200;78;66000;1;2;89750
Hyundai;i10;4;Benzinã;Manualã;1200;113;29;0;0;505000
Hyundai;i20;9;Benzinã;Manualã;1200;120;65801;0;0;301000
BMW;2;0;Motorinã;Automatã;1400;163;134000;0;0;255900
Skoda;SuperB;3;Motorinã;Automatã;1600;122;185000;1;0;189999
Mercedes;C;8;Benzinã;Automatã;1400;115;70160;0;0;291500
Peugeot;308;5;Motorinã;Automatã;1600;122;27000;1;5;248500
Volkswagen;Golf;1;Motorinã;Automatã;1600;136;71000;0;0;195000
Toyota;Corolla;1;Benzinã;Automatã;1800;102;15000;0;0;176000
Opel;Astra;3;Motorinã;Automatã;1600;95;28560;0;7;144500
Opel;Corsa;0;Motorinã;Manualã;1500;120;30468;0;0;349500
Fiat;Egea;2;Motorinã;Manualã;1200;120;52451;0;0;349500
Volkswagen;Passat;2;Motorinã;Automatã;1600;138;124138;0;0;189900
Volkswagen;Passat;2;Motorinã;Automatã;1600;95;90613;0;1;116500
Toyota;Auris;5;Benzinã;Automatã;1400;90;50530;0;1;132500
Fiat;Egea;4;Motorinã;Manualã;1200;90;97000;4;0;146500
Opel;Corsa;5;Benzinã;Automatã;1400;113;212000;0;0;94000
Dacia;Sandero;2;Motorinã;Manualã;1500;95;212000;0;0;80000
Ford;Focus;13;Motorinã;Automatã;1400;95;122000;0;1;120500
Fiat;Linea;6;Motorinã;Manualã;1200;152;56000;0;1;289000
Fiat;Egea;3;Motorinã;Manualã;1200;75;112355;0;0;106500
Volvo;V40;4;Benzinã;Automatã;1500;99;84411;0;0;139500
Volkswagen;Polo;7;Motorinã;Manualã;1200;90;121000;2;2;169500
Toyota;Corolla;5;Benzinã;Manualã;1300;105;40007;0;0;163000
Toyota;Corolla;4;Motorinã;Automatã;1400;127;27442;1;5;176750
Seat;Leon;6;Benzinã;Manualã;1200;90;40264;0;0;147750
Hyundai;Elantra;1;Benzinã;Manualã;1600;115;28143;0;0;150750
Opel;Corsa;4;Benzinã;Automatã;1400;138;31743;1;0;605900
Opel;Astra;5;Benzinã;Manualã;1600;122;13000;0;2;271500
Audi;A5;3;Benzinã;Automatã;1200;93;19500;0;0;148000
Toyota;Corolla;0;Benzinã;Automatã;1800;120;62696;0;0;220000
Citroen;C-Elysee;3;Motorinã;Manualã;1600;204;141476;0;0;525000
Ford;Focus;3;Motorinã;Automatã;1500;136;37311;0;0;191000
Mercedes;E;7;Motorinã;Automatã;2100;125;129501;0;1;145900
Opel;Astra;4;Motorinã;Manualã;1600;111;217800;0;0;104900
Honda;Civic;11;Benzinã;Automatã;1600;88;39855;0;0;141900
Citroen;C5;9;Motorinã;Manualã;1600;90;19709;0;0;137000
Nissan;Micra;3;Benzinã;Automatã;1200;95;103000;0;0;129000
Renault;Symbol;3;Motorinã;Manualã;1500;105;87000;0;0;219000
Fiat;Egea;3;Motorinã;Manualã;1200;88;82000;0;2;123000
Mazda;3;4;Motorinã;Automatã;1500;88;4667;0;0;191000
Peugeot;301;3;Motorinã;Manualã;1400;110;107000;1;4;206500
Nissan;Micra;0;Benzinã;Automatã;1200;75;136548;0;0;85000
Renault;Megane;3;Motorinã;Automatã;1500;120;93580;0;3;143750
Renault;Clio;8;Benzinã;Manualã;1100;95;46700;0;2;145750
Fiat;Egea;4;Motorinã;Manualã;1600;115;80621;0;2;129750
Skoda;Rapid;3;Benzinã;Manualã;1000;115;74035;0;0;159750
Opel;Astra;8;Benzinã;Automatã;1600;122;12000;0;0;271500
Opel;Astra;3;Benzinã;Manualã;1600;338;61300;0;0;2495000
Toyota;Corolla;0;Benzinã;Automatã;1800;113;143580;1;2;153500
Mercedes;S;2;Motorinã;Automatã;2500;113;15378;0;0;301500
Ford;Focus;6;Benzinã;Manualã;1400;113;101300;0;0;281500
Ford;Focus;1;Motorinã;Automatã;1400;88;126721;0;1;128500
Volkswagen;Passat;4;Motorinã;Automatã;1400;125;51382;0;2;166500
Renault;Clio;6;Motorinã;Manualã;1400;120;24074;0;0;348000
Ford;Focus;5;Benzinã;Manualã;1600;95;85702;0;1;138500
Volkswagen;Passat;2;Motorinã;Automatã;1600;138;36370;0;0;176500
Fiat;Egea;2;Motorinã;Manualã;1200;105;109820;0;0;161500
Hyundai;Accent;2;Motorinã;Automatã;1400;136;85755;0;0;298500
Volkswagen;Jetta;4;Benzinã;Manualã;1200;115;72428;1;0;252900
Opel;Insignia;3;Motorinã;Automatã;1600;140;64002;0;0;186000
Skoda;Octavia;2;Motorinã;Automatã;1600;136;213089;0;0;117000
Opel;Astra;3;Benzinã;Automatã;1400;136;195907;0;1;119900
Hyundai;Accent;5;Motorinã;Manualã;1600;90;33469;1;3;190000
Hyundai;Accent;5;Motorinã;Manualã;1600;125;88914;2;1;207000
Renault;Clio;1;Motorinã;Automatã;1500;136;243563;0;1;116000
Volkswagen;Jetta;4;Benzinã;Automatã;1400;95;148794;0;3;140000
Hyundai;Accent;5;Motorinã;Manualã;1600;94;52260;3;0;95000
Opel;Astra;8;Motorinã;Manualã;1200;95;153722;0;0;136000
Chevrolet;Aveo;9;Benzinã;Automatã;1400;115;65000;0;3;156000
Opel;Astra;9;Motorinã;Manualã;1200;90;37105;0;3;173000
